feature,importance_mean
answer__q_8f58d3d79839_No,0.0
answer__q_8f58d3d79839_Yes,0.0
answer__q_94281255eeea_No,0.0
answer__q_94281255eeea_Yes,0.0
answer__q_a015a42d9d10_No,0.0
answer__q_a015a42d9d10_Yes,0.0
answer__q_a1d50685cfd6_No,0.0
answer__q_a1d50685cfd6_Yes,0.0
answer__q_a56e8406d75c_No,0.0
answer__q_a56e8406d75c_Yes,0.0
answer__q_ade703578a13_No,0.0
answer__q_ade703578a13_Yes,0.0
answer__q_b7e65fe49e89_No,0.0
answer__q_b7e65fe49e89_Yes,0.0
answer__q_cadf78f7f22c_No,0.0
answer__q_cadf78f7f22c_Yes,0.0
answer__q_d1e73f127dff_No,0.0
answer__q_d1e73f127dff_Yes,0.0
answer__q_d3bf243f60df_No,0.0
answer__q_d3bf243f60df_Yes,0.0
answer__q_d560309b2cbc_No,0.0
answer__q_d560309b2cbc_Yes,0.0
answer__q_e3fc3acc2c69_No,0.0
answer__q_e3fc3acc2c69_Yes,0.0
answer__q_e46f7dbcf100_Often,0.0
answer__q_e46f7dbcf100_Rarely,0.0
answer__q_eb8144f44fff_No,0.0
answer__q_eb8144f44fff_Yes,0.0
answer__q_edeb592e74ee_Often,0.0
answer__q_edeb592e74ee_Rarely,0.0
answer__q_f5cfa9d035e8_No,0.0
answer__q_f5cfa9d035e8_Yes,0.0
answer__q_f5e28775c7d4_Discriminatory_language_against_race_religion_sex_etc,0.0
answer__q_f5e28775c7d4_Discriminatory_language_against_race_religion_sex_etc_Minor_profanities_e_g_go_to_hell,0.0
answer__q_f5e28775c7d4_Discriminatory_language_against_race_religion_sex_etc_Minor_profanities_e_g_go_to_hell_Moderate_swearing_or_other_language_or_gestures_that_could_be_consider,0.0
answer__q_f5e28775c7d4_Discriminatory_language_against_race_religion_sex_etc_Minor_profanities_e_g_go_to_hell_Moderate_swearing_or_other_language_or_gestures_that_could_be_consider_2,0.0
answer__q_f5e28775c7d4_Discriminatory_language_against_race_religion_sex_etc_Minor_profanities_e_g_go_to_hell_Sexual_expletives_Learn_more,0.0
answer__q_f5e28775c7d4_Discriminatory_language_against_race_religion_sex_etc_Moderate_swearing_or_other_language_or_gestures_that_could_be_considered_moderately_or_significantly_of,0.0
answer__q_f5e28775c7d4_Discriminatory_language_against_race_religion_sex_etc_Moderate_swearing_or_other_language_or_gestures_that_could_be_considered_moderately_or_significantly_of_2,0.0
answer__q_f5e28775c7d4_Discriminatory_language_against_race_religion_sex_etc_Sexual_expletives_Learn_more,0.0
answer__q_f5e28775c7d4_Minor_profanities_e_g_go_to_hell,0.0
answer__q_f5e28775c7d4_Minor_profanities_e_g_go_to_hell_Moderate_swearing_or_other_language_or_gestures_that_could_be_considered_moderately_or_significantly_offensive_Learn_more,0.0
answer__q_f5e28775c7d4_Minor_profanities_e_g_go_to_hell_Moderate_swearing_or_other_language_or_gestures_that_could_be_considered_moderately_or_significantly_offensive_Learn_more_Se,0.0
answer__q_f5e28775c7d4_Minor_profanities_e_g_go_to_hell_Sexual_expletives_Learn_more,0.0
answer__q_f5e28775c7d4_Moderate_swearing_or_other_language_or_gestures_that_could_be_considered_moderately_or_significantly_offensive_Learn_more,0.0
answer__q_f5e28775c7d4_Moderate_swearing_or_other_language_or_gestures_that_could_be_considered_moderately_or_significantly_offensive_Learn_more_Sexual_expletives_Learn_more,0.0
answer__q_f5e28775c7d4_Sexual_expletives_Learn_more,0.0
answer__q_fba7766efb10_No,0.0
answer__q_fba7766efb10_Yes,0.0
answer__q_fc2c78fd7069_Act_of_human_defecation_visually_depicted,0.0
answer__q_fc2c78fd7069_Act_of_human_defecation_visually_depicted_Flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting,0.0
answer__q_fc2c78fd7069_Act_of_human_defecation_visually_depicted_Flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting_Mucus_belching_flatu,0.0
answer__q_fc2c78fd7069_Act_of_human_defecation_visually_depicted_Flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting_Mucus_belching_flatu_2,0.0
answer__q_fc2c78fd7069_Act_of_human_defecation_visually_depicted_Flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting_Urination_urine_real,0.0
answer__q_fc2c78fd7069_Act_of_human_defecation_visually_depicted_Mucus_belching_flatulence_sounds,0.0
answer__q_fc2c78fd7069_Act_of_human_defecation_visually_depicted_Mucus_belching_flatulence_sounds_Urination_urine_realistically_depicted_feces,0.0
answer__q_fc2c78fd7069_Act_of_human_defecation_visually_depicted_Urination_urine_realistically_depicted_feces,0.0
answer__q_fc2c78fd7069_Flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting,0.0
answer__q_fc2c78fd7069_Flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting_Mucus_belching_flatulence_sounds,0.0
answer__q_fc2c78fd7069_Flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting_Mucus_belching_flatulence_sounds_Urination_urine_realistically,0.0
answer__q_fc2c78fd7069_Flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting_Urination_urine_realistically_depicted_feces,0.0
answer__q_fc2c78fd7069_Mucus_belching_flatulence_sounds,0.0
answer__q_fc2c78fd7069_Mucus_belching_flatulence_sounds_Urination_urine_realistically_depicted_feces,0.0
answer__q_fc2c78fd7069_Urination_urine_realistically_depicted_feces,0.0
answer__q_0efb748cf130_No,0.0
answer__q_0efb748cf130_Yes,0.0
answer__q_11782ad02d56_Obscured_Innuendo_Sex_act_is_either_entirely_off_camera_or_completely_blocked_from_view,0.0
answer__q_11782ad02d56_Obscured_Innuendo_Sex_act_is_either_entirely_off_camera_or_completely_blocked_from_view_Shown_with_Full_Frontal_Nudity,0.0
answer__q_11782ad02d56_Obscured_Innuendo_Sex_act_is_either_entirely_off_camera_or_completely_blocked_from_view_Shown_with_Full_Frontal_Nudity_Shown_with_No_Nudity_Characters_are_de,0.0
answer__q_11782ad02d56_Obscured_Innuendo_Sex_act_is_either_entirely_off_camera_or_completely_blocked_from_view_Shown_with_Full_Frontal_Nudity_Shown_with_No_Nudity_Characters_are_de_2,0.0
answer__q_11782ad02d56_Obscured_Innuendo_Sex_act_is_either_entirely_off_camera_or_completely_blocked_from_view_Shown_with_Full_Frontal_Nudity_Shown_with_Partial_Nudity_Breasts_Butt,0.0
answer__q_11782ad02d56_Obscured_Innuendo_Sex_act_is_either_entirely_off_camera_or_completely_blocked_from_view_Shown_with_No_Nudity_Characters_are_depicted_in_a_sexual_act_but_no_n,0.0
answer__q_11782ad02d56_Obscured_Innuendo_Sex_act_is_either_entirely_off_camera_or_completely_blocked_from_view_Shown_with_No_Nudity_Characters_are_depicted_in_a_sexual_act_but_no_n_2,0.0
answer__q_11782ad02d56_Obscured_Innuendo_Sex_act_is_either_entirely_off_camera_or_completely_blocked_from_view_Shown_with_Partial_Nudity_Breasts_Buttocks,0.0
answer__q_11782ad02d56_Shown_with_Full_Frontal_Nudity,0.0
answer__q_11782ad02d56_Shown_with_Full_Frontal_Nudity_Shown_with_No_Nudity_Characters_are_depicted_in_a_sexual_act_but_no_nudity_is_shown,0.0
answer__q_11782ad02d56_Shown_with_Full_Frontal_Nudity_Shown_with_No_Nudity_Characters_are_depicted_in_a_sexual_act_but_no_nudity_is_shown_Shown_with_Partial_Nudity_Breasts_Buttocks,0.0
answer__q_11782ad02d56_Shown_with_Full_Frontal_Nudity_Shown_with_Partial_Nudity_Breasts_Buttocks,0.0
answer__q_11782ad02d56_Shown_with_No_Nudity_Characters_are_depicted_in_a_sexual_act_but_no_nudity_is_shown,0.0
answer__q_11782ad02d56_Shown_with_No_Nudity_Characters_are_depicted_in_a_sexual_act_but_no_nudity_is_shown_Shown_with_Partial_Nudity_Breasts_Buttocks,0.0
answer__q_11782ad02d56_Shown_with_Partial_Nudity_Breasts_Buttocks,0.0
answer__q_25f720b8fa1b_No,0.0
answer__q_25f720b8fa1b_Yes,0.0
answer__q_297e91b3d442_Dating_Games_Interactive_dating_marriage_or_other_romantic_relationships_between_game_characters,0.0
answer__q_297e91b3d442_Dating_Games_Interactive_dating_marriage_or_other_romantic_relationships_between_game_characters_Depictions_of_or_References_to_Sexual_Violence,0.0
answer__q_297e91b3d442_Dating_Games_Interactive_dating_marriage_or_other_romantic_relationships_between_game_characters_Depictions_of_or_References_to_Sexual_Violence_Nudity_or_Rev,0.0
answer__q_297e91b3d442_Dating_Games_Interactive_dating_marriage_or_other_romantic_relationships_between_game_characters_Depictions_of_or_References_to_Sexual_Violence_Nudity_or_Rev_2,0.0
answer__q_297e91b3d442_Dating_Games_Interactive_dating_marriage_or_other_romantic_relationships_between_game_characters_Depictions_of_or_References_to_Sexual_Violence_Nudity_or_Rev_3,0.0
answer__q_297e91b3d442_Dating_Games_Interactive_dating_marriage_or_other_romantic_relationships_between_game_characters_Depictions_of_or_References_to_Sexual_Violence_Nudity_or_Rev_4,0.0
answer__q_297e91b3d442_Dating_Games_Interactive_dating_marriage_or_other_romantic_relationships_between_game_characters_Depictions_of_or_References_to_Sexual_Violence_Sexual_Activi,0.0
answer__q_297e91b3d442_Dating_Games_Interactive_dating_marriage_or_other_romantic_relationships_between_game_characters_Depictions_of_or_References_to_Sexual_Violence_Sexual_Activi_2,0.0
answer__q_297e91b3d442_Dating_Games_Interactive_dating_marriage_or_other_romantic_relationships_between_game_characters_Depictions_of_or_References_to_Sexual_Violence_Suggestive_Se,0.0
answer__q_297e91b3d442_Dating_Games_Interactive_dating_marriage_or_other_romantic_relationships_between_game_characters_Nudity_or_Revealing_Outfits,0.0
answer__q_297e91b3d442_Dating_Games_Interactive_dating_marriage_or_other_romantic_relationships_between_game_characters_Nudity_or_Revealing_Outfits_Sexual_Activity_Includes_both_mo,0.0
answer__q_297e91b3d442_Dating_Games_Interactive_dating_marriage_or_other_romantic_relationships_between_game_characters_Nudity_or_Revealing_Outfits_Sexual_Activity_Includes_both_mo_2,0.0
answer__q_297e91b3d442_Dating_Games_Interactive_dating_marriage_or_other_romantic_relationships_between_game_characters_Nudity_or_Revealing_Outfits_Suggestive_Sexual_Themes_or_Refe,0.0
answer__q_297e91b3d442_Dating_Games_Interactive_dating_marriage_or_other_romantic_relationships_between_game_characters_Sexual_Activity_Includes_both_moving_and_still_images_of_sex,0.0
answer__q_297e91b3d442_Dating_Games_Interactive_dating_marriage_or_other_romantic_relationships_between_game_characters_Sexual_Activity_Includes_both_moving_and_still_images_of_sex_2,0.0
answer__q_297e91b3d442_Dating_Games_Interactive_dating_marriage_or_other_romantic_relationships_between_game_characters_Suggestive_Sexual_Themes_or_References,0.0
answer__q_297e91b3d442_Depictions_of_or_References_to_Sexual_Violence,0.0
answer__q_297e91b3d442_Depictions_of_or_References_to_Sexual_Violence_Nudity_or_Revealing_Outfits,0.0
answer__q_297e91b3d442_Depictions_of_or_References_to_Sexual_Violence_Nudity_or_Revealing_Outfits_Sexual_Activity_Includes_both_moving_and_still_images_of_sexual_activity,0.0
answer__q_297e91b3d442_Depictions_of_or_References_to_Sexual_Violence_Nudity_or_Revealing_Outfits_Sexual_Activity_Includes_both_moving_and_still_images_of_sexual_activity_Suggestiv,0.0
answer__q_297e91b3d442_Depictions_of_or_References_to_Sexual_Violence_Nudity_or_Revealing_Outfits_Suggestive_Sexual_Themes_or_References,0.0
answer__q_297e91b3d442_Depictions_of_or_References_to_Sexual_Violence_Sexual_Activity_Includes_both_moving_and_still_images_of_sexual_activity,0.0
answer__q_297e91b3d442_Depictions_of_or_References_to_Sexual_Violence_Sexual_Activity_Includes_both_moving_and_still_images_of_sexual_activity_Suggestive_Sexual_Themes_or_Reference,0.0
answer__q_297e91b3d442_Depictions_of_or_References_to_Sexual_Violence_Suggestive_Sexual_Themes_or_References,0.0
answer__q_297e91b3d442_Nudity_or_Revealing_Outfits,0.0
answer__q_297e91b3d442_Nudity_or_Revealing_Outfits_Sexual_Activity_Includes_both_moving_and_still_images_of_sexual_activity,0.0
answer__q_297e91b3d442_Nudity_or_Revealing_Outfits_Sexual_Activity_Includes_both_moving_and_still_images_of_sexual_activity_Suggestive_Sexual_Themes_or_References,0.0
answer__q_297e91b3d442_Nudity_or_Revealing_Outfits_Suggestive_Sexual_Themes_or_References,0.0
answer__q_297e91b3d442_Sexual_Activity_Includes_both_moving_and_still_images_of_sexual_activity,0.0
answer__q_297e91b3d442_Sexual_Activity_Includes_both_moving_and_still_images_of_sexual_activity_Suggestive_Sexual_Themes_or_References,0.0
answer__q_297e91b3d442_Suggestive_Sexual_Themes_or_References,0.0
answer__q_2bbfd1bf47f4_Brief,0.0
answer__q_2bbfd1bf47f4_Prolonged,0.0
answer__q_3d60db1bc20c_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more,0.0
answer__q_3d60db1bc20c_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more_References_to_sexual_activity_with_descriptive_detail_Learn_more_References_to_sexual_acti,0.0
answer__q_3d60db1bc20c_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more_References_to_sexual_activity_with_descriptive_detail_Learn_more_References_to_sexual_acti_2,0.0
answer__q_3d60db1bc20c_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more_References_to_sexual_activity_with_descriptive_detail_Learn_more_References_to_sexual_acti_3,0.0
answer__q_3d60db1bc20c_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more_References_to_sexual_activity_with_descriptive_detail_Learn_more_References_to_sexual_acti_4,0.0
answer__q_3d60db1bc20c_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more_References_to_sexual_activity_with_descriptive_detail_Learn_more_Sexual_situations_involvi,0.0
answer__q_3d60db1bc20c_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more_References_to_sexual_activity_with_descriptive_detail_Learn_more_Sexual_situations_involvi_2,0.0
answer__q_3d60db1bc20c_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more_References_to_sexual_activity_with_descriptive_detail_Learn_more_Suggestive_references_and,0.0
answer__q_3d60db1bc20c_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more_References_to_sexual_activity_without_descriptive_detail_Learn_more,0.0
answer__q_3d60db1bc20c_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more_References_to_sexual_activity_without_descriptive_detail_Learn_more_Sexual_situations_invo,0.0
answer__q_3d60db1bc20c_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more_References_to_sexual_activity_without_descriptive_detail_Learn_more_Sexual_situations_invo_2,0.0
answer__q_3d60db1bc20c_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more_References_to_sexual_activity_without_descriptive_detail_Learn_more_Suggestive_references,0.0
answer__q_3d60db1bc20c_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more_Sexual_situations_involving_those_who_appear_to_be_under_18_Learn_more,0.0
answer__q_3d60db1bc20c_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more_Sexual_situations_involving_those_who_appear_to_be_under_18_Learn_more_Suggestive_referenc,0.0
answer__q_3d60db1bc20c_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more_Suggestive_references_and_innuendo_in_text_dialogue_or_heard_Learn_more,0.0
answer__q_3d60db1bc20c_References_to_sexual_activity_with_descriptive_detail_Learn_more,0.0
answer__q_3d60db1bc20c_References_to_sexual_activity_with_descriptive_detail_Learn_more_References_to_sexual_activity_without_descriptive_detail_Learn_more,0.0
answer__q_3d60db1bc20c_References_to_sexual_activity_with_descriptive_detail_Learn_more_References_to_sexual_activity_without_descriptive_detail_Learn_more_Sexual_situations_involv,0.0
answer__q_3d60db1bc20c_References_to_sexual_activity_with_descriptive_detail_Learn_more_References_to_sexual_activity_without_descriptive_detail_Learn_more_Sexual_situations_involv_2,0.0
answer__q_3d60db1bc20c_References_to_sexual_activity_with_descriptive_detail_Learn_more_References_to_sexual_activity_without_descriptive_detail_Learn_more_Suggestive_references_an,0.0
answer__q_3d60db1bc20c_References_to_sexual_activity_with_descriptive_detail_Learn_more_Sexual_situations_involving_those_who_appear_to_be_under_18_Learn_more,0.0
answer__q_3d60db1bc20c_References_to_sexual_activity_with_descriptive_detail_Learn_more_Sexual_situations_involving_those_who_appear_to_be_under_18_Learn_more_Suggestive_references,0.0
answer__q_3d60db1bc20c_References_to_sexual_activity_without_descriptive_detail_Learn_more,0.0
answer__q_3d60db1bc20c_References_to_sexual_activity_without_descriptive_detail_Learn_more_Sexual_situations_involving_those_who_appear_to_be_under_18_Learn_more,0.0
answer__q_3d60db1bc20c_References_to_sexual_activity_without_descriptive_detail_Learn_more_Sexual_situations_involving_those_who_appear_to_be_under_18_Learn_more_Suggestive_referen,0.0
answer__q_3d60db1bc20c_References_to_sexual_activity_without_descriptive_detail_Learn_more_Suggestive_references_and_innuendo_in_text_dialogue_or_heard_Learn_more,0.0
answer__q_3d60db1bc20c_Sexual_situations_involving_those_who_appear_to_be_under_18_Learn_more,0.0
answer__q_3d60db1bc20c_Sexual_situations_involving_those_who_appear_to_be_under_18_Learn_more_Suggestive_references_and_innuendo_in_text_dialogue_or_heard_Learn_more,0.0
answer__q_3d60db1bc20c_Suggestive_references_and_innuendo_in_text_dialogue_or_heard_Learn_more,0.0
answer__q_506c9723d214_Referred_to_only,0.0
answer__q_506c9723d214_Visually_depicted,0.0
answer__q_5490bceea51a_No,0.0
answer__q_5490bceea51a_Yes,0.0
answer__q_a25499512447_No,0.0
answer__q_a25499512447_Yes,0.0
answer__q_a6253f0e3e6b_Any_other_games_that_use_in_game_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay,0.0
answer__q_a6253f0e3e6b_Any_other_games_that_use_in_game_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay_Gambling_themes_Learn_more,0.0
answer__q_a6253f0e3e6b_Any_other_games_that_use_in_game_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay_Gambling_themes_Learn_more_Playable_bingo_games,0.0
answer__q_a6253f0e3e6b_Any_other_games_that_use_in_game_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay_Gambling_themes_Learn_more_Playable_bingo_games_Pl,0.0
answer__q_a6253f0e3e6b_Any_other_games_that_use_in_game_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay_Gambling_themes_Learn_more_Playable_casino_games_l,0.0
answer__q_a6253f0e3e6b_Any_other_games_that_use_in_game_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay_Playable_bingo_games,0.0
answer__q_a6253f0e3e6b_Any_other_games_that_use_in_game_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay_Playable_bingo_games_Playable_casino_games_lotteri,0.0
answer__q_a6253f0e3e6b_Any_other_games_that_use_in_game_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay_Playable_casino_games_lotteries_or_racetrack_betti,0.0
answer__q_a6253f0e3e6b_Gambling_themes_Learn_more,0.0
answer__q_a6253f0e3e6b_Gambling_themes_Learn_more_Playable_bingo_games,0.0
answer__q_a6253f0e3e6b_Gambling_themes_Learn_more_Playable_bingo_games_Playable_casino_games_lotteries_or_racetrack_betting_Learn_more,0.0
answer__q_a6253f0e3e6b_Gambling_themes_Learn_more_Playable_casino_games_lotteries_or_racetrack_betting_Learn_more,0.0
answer__q_a6253f0e3e6b_Playable_bingo_games,0.0
answer__q_a6253f0e3e6b_Playable_bingo_games_Playable_casino_games_lotteries_or_racetrack_betting_Learn_more,0.0
answer__q_a6253f0e3e6b_Playable_casino_games_lotteries_or_racetrack_betting_Learn_more,0.0
answer__q_ba1ff35ebd9a_Graphic_Detail,0.0
answer__q_ba1ff35ebd9a_Limited_Detail,0.0
answer__q_ba1ff35ebd9a_Moderate_Detail,0.0
answer__q_c1f9ab14fc34_Often,0.0
answer__q_c1f9ab14fc34_Rarely,0.0
answer__q_c9a6ea9fad32_No,0.0
answer__q_c9a6ea9fad32_Yes,0.0
answer__q_d03579032af9_No,0.0
answer__q_d03579032af9_Yes,0.0
answer__q_d6dca7ba9e52_No,0.0
answer__q_d6dca7ba9e52_Yes,0.0
answer__q_6c31394cbc39_No,0.0
answer__q_6c31394cbc39_Yes,0.0
answer__q_93e10cb84a82_No,0.0
content_descriptor_count,0.0
answer__q_a4d0a299c5a1_No,0.0
answer__q_762bb8baf2d4_Rarely,0.0
answer__q_fa879063695d_No,0.0
answer__q_9929df26eb60_No,0.0
answer__q_fc1f50d87bd0_No,0.0
answer__q_fc1f50d87bd0_Yes,0.0
answer__q_12d7b1d2969c_No,0.0
answer__q_12d7b1d2969c_Yes,0.0
answer__q_1790c1a1258b_No,0.0
answer__q_1790c1a1258b_Yes,0.0
answer__q_2a611dd5cdf3_No,0.0
answer__q_2a611dd5cdf3_Yes,0.0
answer__q_3116aa449503_No,0.0
answer__q_3116aa449503_Yes,0.0
answer__q_37593604faab_No,0.0
answer__q_37593604faab_Yes,0.0
answer__q_4b87e38cf355_No,0.0
answer__q_4b87e38cf355_Yes,0.0
answer__q_55327882e80f_No,0.0
answer__q_55327882e80f_Yes,0.0
answer__q_74094f46a402_No,0.0
answer__q_74094f46a402_Yes,0.0
answer__q_7727cbeee44b_No,0.0
answer__q_7727cbeee44b_Yes,0.0
answer__q_a8715c5ee8bf_No,0.0
answer__q_a8715c5ee8bf_Yes,0.0
answer__q_a99b97727a68_No,0.0
answer__q_a99b97727a68_Yes,0.0
answer__q_b23d1d969526_No,0.0
answer__q_b23d1d969526_Yes,0.0
answer__q_db0108c0bc2e_Often,0.0
answer__q_db0108c0bc2e_Rarely,0.0
answer__q_262cab9814d0_Often,0.0
answer__q_262cab9814d0_Rarely,0.0
answer__q_587428cb4ee9_No,0.0
answer__q_587428cb4ee9_Yes,0.0
answer__q_6c9ee501b527_No,0.0
answer__q_6c9ee501b527_Yes,0.0
answer__q_9e7cbd57e183_No,0.0
answer__q_9e7cbd57e183_Yes,0.0
answer__q_cd2a6148faca_Nudity,0.0
answer__q_cd2a6148faca_Nudity_Revealing_Outfits,0.0
answer__q_cd2a6148faca_Revealing_Outfits,0.0
answer__q_d220e4d74328_No,0.0
answer__q_d220e4d74328_Yes,0.0
answer__q_de1a1aa77b7a_No,0.0
answer__q_de1a1aa77b7a_Yes,0.0
answer__q_01077a096e99_No,0.0
answer__q_01077a096e99_Yes_with_penalties,0.0
answer__q_01077a096e99_Yes_without_penalties,0.0
answer__q_07cc5d8fc5f2_Detailed_Instruction_for_Use_Encourages_Glamorizes,0.0
answer__q_07cc5d8fc5f2_Detailed_Instruction_for_Use_Encourages_Glamorizes_Reference,0.0
answer__q_07cc5d8fc5f2_Detailed_Instruction_for_Use_Encourages_Glamorizes_Reference_Use,0.0
answer__q_07cc5d8fc5f2_Detailed_Instruction_for_Use_Encourages_Glamorizes_Use,0.0
answer__q_07cc5d8fc5f2_Detailed_Instruction_for_Use_Reference,0.0
answer__q_07cc5d8fc5f2_Detailed_Instruction_for_Use_Reference_Use,0.0
answer__q_07cc5d8fc5f2_Detailed_Instruction_for_Use_Use,0.0
answer__q_07cc5d8fc5f2_Encourages_Glamorizes,0.0
answer__q_07cc5d8fc5f2_Encourages_Glamorizes_Reference,0.0
answer__q_07cc5d8fc5f2_Encourages_Glamorizes_Reference_Use,0.0
answer__q_07cc5d8fc5f2_Encourages_Glamorizes_Use,0.0
answer__q_07cc5d8fc5f2_Reference,0.0
answer__q_07cc5d8fc5f2_Reference_Use,0.0
answer__q_07cc5d8fc5f2_Use,0.0
answer__q_0cf988b907b0_Any_other_games_that_use_in_app_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay,0.0
answer__q_0cf988b907b0_Any_other_games_that_use_in_app_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay_Gambling_themes_Learn_more,0.0
answer__q_0cf988b907b0_Any_other_games_that_use_in_app_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay_Gambling_themes_Learn_more_Playable_bingo_games,0.0
answer__q_0cf988b907b0_Any_other_games_that_use_in_app_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay_Gambling_themes_Learn_more_Playable_bingo_games_Pla,0.0
answer__q_0cf988b907b0_Any_other_games_that_use_in_app_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay_Gambling_themes_Learn_more_Playable_casino_games_lo,0.0
answer__q_0cf988b907b0_Any_other_games_that_use_in_app_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay_Playable_bingo_games,0.0
answer__q_0cf988b907b0_Any_other_games_that_use_in_app_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay_Playable_bingo_games_Playable_casino_games_lotterie,0.0
answer__q_0cf988b907b0_Any_other_games_that_use_in_app_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay_Playable_casino_games_lotteries_or_racetrack_bettin,0.0
answer__q_0cf988b907b0_Gambling_themes_Learn_more,0.0
answer__q_0cf988b907b0_Gambling_themes_Learn_more_Playable_bingo_games,0.0
answer__q_0cf988b907b0_Gambling_themes_Learn_more_Playable_bingo_games_Playable_casino_games_lotteries_or_racetrack_betting_Learn_more,0.0
answer__q_0cf988b907b0_Gambling_themes_Learn_more_Playable_casino_games_lotteries_or_racetrack_betting_Learn_more,0.0
answer__q_0cf988b907b0_Playable_bingo_games,0.0
answer__q_0cf988b907b0_Playable_bingo_games_Playable_casino_games_lotteries_or_racetrack_betting_Learn_more,0.0
answer__q_0cf988b907b0_Playable_casino_games_lotteries_or_racetrack_betting_Learn_more,0.0
answer__q_0dfafc700c5b_Large_or_frequent,0.0
answer__q_0dfafc700c5b_Small_and_infrequent,0.0
answer__q_0ef5681156d9_No,0.0
answer__q_0ef5681156d9_Yes,0.0
answer__q_1082af7ebf44_Fantastical,0.0
answer__q_1082af7ebf44_Realistic,0.0
answer__q_1d7e06ec70fe_Realistic,0.0
answer__q_1d7e06ec70fe_Unrealistic,0.0
answer__q_21182b6c775e_No,0.0
answer__q_21182b6c775e_Yes,0.0
answer__q_297605efc821_No,0.0
answer__q_297605efc821_Yes,0.0
answer__q_3a9c14555242_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more,0.0
answer__q_3a9c14555242_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more_References_to_sexual_activity_with_descriptive_detail_Learn_more,0.0
answer__q_3a9c14555242_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more_References_to_sexual_activity_with_descriptive_detail_Learn_more_References_to_sexual_acti,0.0
answer__q_3a9c14555242_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more_References_to_sexual_activity_with_descriptive_detail_Learn_more_References_to_sexual_acti_2,0.0
answer__q_3a9c14555242_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more_References_to_sexual_activity_with_descriptive_detail_Learn_more_References_to_sexual_acti_3,0.0
answer__q_3a9c14555242_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more_References_to_sexual_activity_with_descriptive_detail_Learn_more_Sexual_situations_involvi,0.0
answer__q_3a9c14555242_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more_References_to_sexual_activity_with_descriptive_detail_Learn_more_Sexual_situations_involvi_2,0.0
answer__q_3a9c14555242_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more_References_to_sexual_activity_with_descriptive_detail_Learn_more_Suggestive_references_and,0.0
answer__q_3a9c14555242_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more_References_to_sexual_activity_without_descriptive_detail_Learn_more,0.0
